occ_code,occupation_title,major_group_code,major_group_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,adoption_gap_absolute,observed_to_theoretical_ratio,underadoption_ratio,total_employment,annual_mean_wage,job_zone,digital_information_index,interpersonal_index,physical_index,decision_index,compliance_index,log_total_employment,log_annual_mean_wage,digital_information_index_z,interpersonal_index_z,physical_index_z,decision_index_z,compliance_index_z,job_zone_factor,regression_weight
47-5012,"Rotary Drill Operators, Oil and Gas",47,Construction and Extraction,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,1,11170,61840,2,3.296666666666667,4.1850000000000005,4.782,4.453333333333333,4.375,9.321076413570848,11.032305683261304,-0.3365682389685105,0.5755907577869577,1.8292390796366576,1.316434419635891,0.8728590318051127,2,11170
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,47,Construction and Extraction,0,0.09375,0.15625,0.09375,0,1,28620,45390,2,2.186666666666667,4.4525,4.106,4.053333333333334,2.895,10.261895993101012,10.72304709545051,-1.5043538171457167,1.1890187793480727,1.1691727038591624,0.3800105867274621,-1.7576358839996147,2,28620
47-5013,"Service Unit Operators, Oil and Gas",47,Construction and Extraction,0,0.064516129032258,0.2258064516129032,0.064516129032258,0,1,32870,55660,2,3.3816666666666664,4.172499999999999,4.846,4.576666666666667,4.33,10.400346089073503,10.927017035079881,-0.24714321721620242,0.5469258969663423,1.8917305708345271,1.6051651014493251,0.7928777674732124,2,32870
47-2211,Sheet Metal Workers,47,Construction and Extraction,0,0.131578947368421,0.0789473684210526,0.131578947368421,0,1,122630,58760,2,2.65,3.5399999999999996,4.151999999999999,3.2699999999999996,4.095000000000001,11.716935125334256,10.981216630287813,-1.016899777005682,-0.903516060556672,1.2140884631576303,-1.4538194193848821,0.375197831517733,2,122630
47-2231,Solar Photovoltaic Installers,47,Construction and Extraction,0,0.22,0.22,0.22,0,1,16420,50710,2,3.203333333333333,4.225,4.848000000000001,4.1000000000000005,3.895,9.706316282491837,10.833878408789065,-0.4347604197161439,0.6673183124129171,1.8936834299344611,0.4892600339001127,0.019725545598174164,2,16420
47-2221,Structural Iron and Steel Workers,47,Construction and Extraction,0.0491,0.0571428571428571,0,0.0080428571428571,0.8592500000000006,0.14074999999999938,68620,61270,2,1.9833333333333336,4.05,5.034000000000001,3.766666666666667,3.83,11.13635388931704,11.0230456057197,-1.7182724966316314,0.2660102609243364,2.0752993262282686,-0.2910931601902461,-0.09580294732568201,2,68620
47-2044,Tile and Stone Setters,47,Construction and Extraction,0,0.15,0.075,0.15,0,1,41160,53330,2,2.345,3.57,3.75,3.51,3.77,10.625246485085315,10.884254303594648,-1.3377777962345538,-0.8347203945872004,0.8215637840710143,-0.8919651196398236,-0.20244463310154945,2,41160
49-3011,Aircraft Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0,0.1791044776119403,0.1044776119402985,0.1791044776119403,0,1,125440,69470,3,3.891666666666667,4.075,4.636,4.24,4.835000000000001,11.739590807491235,11.148650283686926,0.2894069132976499,0.32333998256556307,1.6866803653415183,0.8170083754180625,1.6904452894200972,3,125440
49-2097,Audiovisual Equipment Installers and Repairers,49,"Installation, Maintenance, and Repair",0,0.2857142857142857,0.1904761904761904,0.2857142857142857,0,1,21540,46120,3,3.341666666666667,4.07,3.882,3.263333333333333,3.425,9.977713374888099,10.739001974382996,-0.28922558039375895,0.31187403823731813,0.9504524846666199,-1.4694264832666886,-0.8156343263127869,3,21540
49-3021,Automotive Body and Related Repairers,49,"Installation, Maintenance, and Repair",0,0.0851063829787234,0.0638297872340425,0.0851063829787234,0,1,137300,50660,2,2.7783333333333338,3.2875,3.709999999999999,3.9933333333333336,3.82,11.829930875050733,10.832891923555666,-0.8818855284776862,-1.4825462491330523,0.782506602072345,0.23954701179119742,-0.11357656162166031,2,137300
49-3023,Automotive Service Technicians and Mechanics,49,"Installation, Maintenance, and Repair",0,0.1272727272727272,0.109090909090909,0.1272727272727272,0,1,629780,47990,3,3.3483333333333327,3.9325,4.142,4.420000000000001,4.215,13.35312741888659,10.77874793485229,-0.28221185319750025,-0.0034394307894245924,1.2043241676579644,1.2383991002268575,0.5884812030694663,3,629780
49-2091,Avionics Technicians,49,"Installation, Maintenance, and Repair",0,0.36,0.2,0.36,0,1,18910,69860,3,4.1466666666666665,3.8125,3.436,3.9133333333333336,4.445,9.847499042327273,11.154248518360824,0.5576819785545751,-0.27862209466730903,0.5149649053814677,0.052262245209511206,0.9972743318769585,3,18910
49-3091,Bicycle Repairers,49,"Installation, Maintenance, and Repair",0,0.2068965517241379,0.0689655172413793,0.2068965517241379,0,1,14760,34360,2,2.475,4.275,3.702,4.796666666666667,3.165,9.599743846536997,10.444648376098192,-1.2010101159074937,0.7819777556953704,0.7746951656726122,2.120198209548961,-1.2777482980082115,2,14760
49-9061,Camera and Photographic Equipment Repairers,49,"Installation, Maintenance, and Repair",0.0412,0.44,0.08,0.3988,0.09363636363636364,0.9063636363636364,2340,44260,3,2.38,3.3699999999999997,1.932,3.603333333333333,3.1399999999999997,7.75833346749091,10.697836613605041,-1.3009557284541917,-1.2933581677170078,-0.9535851377684621,-0.6734662252945234,-1.322182333748157,3,2340
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",49,"Installation, Maintenance, and Repair",0,0.3214285714285714,0.2142857142857142,0.3214285714285714,0,1,27540,42010,2,2.53,3.67,3.3660000000000005,4.036666666666666,3.2649999999999997,10.223431082444048,10.645662964163428,-1.1431468665383533,-0.6054015080222966,0.4466148368837987,0.3409929270229422,-1.1000121550484334,2,27540
49-9092,Commercial Divers,49,"Installation, Maintenance, and Repair",0,0.1333333333333333,0.1777777777777777,0.1333333333333333,0,1,2670,82010,3,2.9233333333333333,4.03,4.59,3.9966666666666666,4.055,7.890208213109961,11.314596470030457,-0.7293369619590426,0.22014648361135664,1.6417646060430493,0.24735054373210014,0.30410337433381984,3,2670
49-2011,"Computer, Automated Teller, and Office Machine Repairers",49,"Installation, Maintenance, and Repair",0.1067,0.4489795918367346,0.3265306122448979,0.34227959183673456,0.23765000000000008,0.76235,86420,44170,3,3.035,4.035,2.964,4.09,3.08,11.366985980814487,10.695801104590572,-0.6118570314216959,0.23161242793960157,0.05409015779718127,0.46584943807740037,-1.4288240195240236,3,86420
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",49,"Installation, Maintenance, and Repair",0,0.1666666666666666,0.0952380952380952,0.1666666666666666,0,1,44870,67310,3,3.965000000000001,4.1875,4.174,3.9766666666666666,4.279999999999999,10.711546985327436,11.117064093004759,0.3665579124565052,0.5813237299510791,1.2355699132568991,0.20052935208667858,0.7040096959933216,3,44870
49-2092,"Electric Motor, Power Tool, and Related Repairers",49,"Installation, Maintenance, and Repair",0,0.1153846153846153,0.0384615384615384,0.1153846153846153,0,1,15880,48740,3,3.3683333333333336,3.79,4.194000000000001,4.123333333333334,3.9,9.672878705110646,10.794255327179197,-0.2611706716087208,-0.33021884414441227,1.2550985042562337,0.543884757486438,0.028612352746162917,3,15880
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49,"Installation, Maintenance, and Repair",0,0.32,0.24,0.32,0,1,10710,70650,3,3.668333333333333,3.4425,4.308,3.48,4.154999999999999,9.27902652976463,11.165493388112674,0.05444705222295595,-1.1271019749574522,1.3664114729524375,-0.9621969071079554,0.4818395172935981,3,10710
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49,"Installation, Maintenance, and Repair",0,0.4358974358974359,0.3846153846153846,0.4358974358974359,0,1,50780,64230,3,3.7116666666666673,3.7975,3.528,3.716666666666667,4.0600000000000005,10.835277547857206,11.070225670251839,0.10003627899864373,-0.31301992765204484,0.6047964239784049,-0.40814613930380056,0.3129901814818102,3,50780
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49,"Installation, Maintenance, and Repair",0,0.44,0.32,0.44,0,1,22490,87640,3,3.685,4.165,4.228,4.026666666666666,4.32,10.020870508171171,11.380992793709403,0.0719813702136051,0.5297269804739759,1.2882971089551007,0.31758233120023194,0.7751041531772349,3,22490
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",49,"Installation, Maintenance, and Repair",0,0.1666666666666666,0.25,0.1666666666666666,0,1,9000,43690,3,3.375,3.6875,4.1899999999999995,3.98,3.965,9.105090961257085,10.684874521945481,-0.2541569444124616,-0.5652707028734384,1.2511927860563656,0.20833288402758235,0.14414084567001909,3,9000
49-3041,Farm Equipment Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0,0.1153846153846153,0.1923076923076923,0.1153846153846153,0,1,35030,47250,3,3.31,3.91,4.424,4.286666666666666,3.575,10.463988662743825,10.763207932921889,-0.32254078457599167,-0.0550361802665278,1.4796773007485762,0.9262578225907111,-0.549030111873118,3,35030
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",49,"Installation, Maintenance, and Repair",0.1015,0.7948717948717948,0.4615384615384615,0.6933717948717948,0.1276935483870968,0.8723064516129032,526240,73590,3,3.5283333333333338,4.0225,3.732,4.1499999999999995,3.85,13.173514561694718,11.206264425920645,-0.0928412188984927,0.20294756711898823,0.8039880521716137,0.606313013013664,-0.060255718733726205,3,526240
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49,"Installation, Maintenance, and Repair",0.0191,0.1403508771929824,0.2105263157894736,0.1212508771929824,0.13608750000000006,0.8639125,356960,54690,3,2.78,4.115,4.16,4.289999999999999,3.665,12.78538181109677,10.909436156340819,-0.880132096678622,0.41506753719152456,1.2218998995573649,0.9340613545316138,-0.3890675832093172,3,356960
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",49,"Installation, Maintenance, and Repair",0,0.0666666666666666,0,0.0666666666666666,0,1,88480,35090,2,2.2900000000000005,3.9125,4.148000000000001,3.956666666666667,3.515,11.390543118681444,10.465671468577261,-1.3956410456036943,-0.049303208102405335,1.210182744957765,0.15370816044125807,-0.6556717976489854,2,88480
49-9031,Home Appliance Repairers,49,"Installation, Maintenance, and Repair",0,0.2181818181818181,0.1454545454545454,0.2181818181818181,0,1,28120,45340,2,2.7983333333333333,4.4750000000000005,3.964,4.326666666666666,3.48,10.24427190716996,10.72194492406152,-0.8608443468889082,1.240615528825178,1.03051970776389,1.019900205881554,-0.7178794476849083,2,28120
49-9041,Industrial Machinery Mechanics,49,"Installation, Maintenance, and Repair",0.0239,0.3548387096774194,0.2258064516129032,0.3309387096774194,0.06735454545454546,0.9326454545454546,373090,58780,3,3.1316666666666664,3.55,4.11,3.2533333333333334,3.31,12.82957763669906,10.981556939972908,-0.5101579870759336,-0.8805841719001811,1.1730784220590298,-1.492837079089399,-1.0200308907165323,3,373090
49-9099,"Installation, Maintenance, and Repair Workers, All Other",49,"Installation, Maintenance, and Repair",0,0.3548387096774194,0.3225806451612903,0.3548387096774194,0,1,164070,45380,2,3.588333333333334,3.5975,4.172,4.1,3.385,12.008054539949823,10.722826758333833,-0.02971767413215717,-0.7716577007818513,1.233617054156965,0.48926003390011064,-0.8867287834966985,2,164070
49-9094,Locksmiths and Safe Repairers,49,"Installation, Maintenance, and Repair",0,0.08,0.08,0.08,0,1,15380,47810,2,3.358333333333333,4.2225,4.028,3.963333333333333,4.125,9.64088826045181,10.77499010162015,-0.27169126240311076,0.6615853402487957,1.0930111989617588,0.16931522432306353,0.42851867440566555,2,15380
49-9043,"Maintenance Workers, Machinery",49,"Installation, Maintenance, and Repair",0,0.1714285714285714,0.1142857142857142,0.1714285714285714,0,1,57660,53570,3,2.953333333333333,3.5549999999999997,4.17,3.9,3.5999999999999996,10.962336314087443,10.888744488875005,-0.697775189575875,-0.8691182275719362,1.2316641950570317,0.021048117445896148,-0.5045960761331741,3,57660
49-9071,"Maintenance and Repair Workers, General",49,"Installation, Maintenance, and Repair",0,0.2352941176470588,0.1568627450980392,0.2352941176470588,0,1,1416740,44920,3,3.47,4.1274999999999995,4.4719999999999995,4.06,3.89,14.163869721444192,10.71263840885238,-0.15421133186576355,0.4437323980121359,1.5265459191469775,0.3956176506092675,0.010838738450185407,3,1416740
49-9095,Manufactured Building and Mobile Home Installers,49,"Installation, Maintenance, and Repair",0,0.0769230769230769,0.1538461538461538,0.0769230769230769,0,1,3530,35830,2,3.703333333333333,3.4724999999999997,5.098000000000001,4.34,5.08,8.169336395928386,10.486540810299,0.09126912000331847,-1.0583063089879816,2.137790817426138,1.0511143336451692,2.125898839671554,2,3530
49-9011,Mechanical Door Repairers,49,"Installation, Maintenance, and Repair",0,0.1818181818181818,0.0909090909090909,0.1818181818181818,0,1,23300,45520,2,2.356666666666667,4.165,4.118,4.156666666666666,3.415,10.056251557087757,10.725907068800213,-1.3255037736410997,0.5297269804739759,1.1808898584587633,0.6219200768954715,-0.8334079406087644,2,23300
49-9062,Medical Equipment Repairers,49,"Installation, Maintenance, and Repair",0,0.4545454545454546,0.3333333333333333,0.4545454545454546,0,1,53400,56420,3,3.5933333333333333,4.117500000000001,3.62,4.113333333333333,4.279999999999999,10.885584751364705,10.940578984555987,-0.024457378734963123,0.420800509355648,0.6946279425753422,0.5204741616637256,0.7040096959933216,3,53400
49-9044,Millwrights,49,"Installation, Maintenance, and Repair",0,0.0434782608695652,0.0869565217391304,0.0434782608695652,0,1,39240,61260,2,3.856666666666667,4.1125,4.744,4.1066666666666665,4.775,10.577477397554379,11.022882380386767,0.2525848455172874,0.40933456502740106,1.7921347567379224,0.5048670977819182,1.583803603644229,2,39240
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49,"Installation, Maintenance, and Repair",0,0.15,0.2,0.15,0,1,145230,57280,3,3.338333333333333,3.8075,4.5840000000000005,4.276666666666666,3.67,11.886080857207835,10.955706801634527,-0.2927324439918893,-0.29008803899555397,1.6359060287432499,0.9028472267680008,-0.3801807760613285,3,145230
49-3051,Motorboat Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,1,23080,46660,3,3.018333333333333,4.0975,4.5520000000000005,4.330000000000001,3.415,10.04676504723975,10.75064254557542,-0.629391349412345,0.37493673204266625,1.604660283144315,1.027703737822461,-0.8334079406087644,3,23080
49-9063,Musical Instrument Repairers and Tuners,49,"Installation, Maintenance, and Repair",0,0.0392156862745098,0,0.0392156862745098,0,1,5710,39740,3,2.7733333333333334,3.46,2.822,3.94,3.975,8.650149418664864,10.590113516105808,-0.8871458238748812,-1.086971169808594,-0.08456283829809126,0.11469050073673925,0.1619144599659974,3,5710
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,49,"Installation, Maintenance, and Repair",0,0.2142857142857142,0.1428571428571428,0.2142857142857142,0,1,34700,40360,2,2.793333333333333,3.6975,3.94,3.98,3.3049999999999997,10.454523783963511,10.605594474467546,-0.8661046422861032,-0.5423388142169485,1.0070853985646888,0.20833288402758235,-1.0289176978645218,2,34700
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",49,"Installation, Maintenance, and Repair",0,0.1666666666666666,0.119047619047619,0.1666666666666666,0,1,13700,62500,3,3.9566666666666666,4.095,3.886,3.6466666666666665,4.055,9.525224101853109,11.042921835724492,0.35779075346117944,0.36920375987854276,0.9543582028664868,-0.5720203100627764,0.30410337433381984,3,13700
49-3043,Rail Car Repairers,49,"Installation, Maintenance, and Repair",0,0.1290322580645161,0.064516129032258,0.1290322580645161,0,1,22800,60400,2,2.515,3.73,4.6819999999999995,3.5233333333333334,3.38,10.034559673629849,11.008744383922906,-1.1589277527299366,-0.46781017608335446,1.7315961246399862,-0.8607509918762085,-0.8956155906446873,2,22800
49-3092,Recreational Vehicle Service Technicians,49,"Installation, Maintenance, and Repair",0,0.0606060606060606,0.1212121212121212,0.0606060606060606,0,1,16030,44930,2,3.328333333333333,3.7375,4.040000000000001,3.8166666666666664,3.155,9.682279626689674,10.712861002064205,-0.3032530347862783,-0.4506112595909871,1.1047283535613608,-0.17404018107669383,-1.29552191230419,2,16030
49-2098,Security and Fire Alarm Systems Installers,49,"Installation, Maintenance, and Repair",0.0303,0.2666666666666666,0.2666666666666666,0.23636666666666661,0.11362500000000005,0.8863749999999999,77420,52170,3,2.9183333333333334,4.2775,4.0280000000000005,4.616666666666667,3.86,11.25701334060725,10.86226289601644,-0.7345972573562372,0.7877107278594919,1.0930111989617597,1.6988074847401682,-0.0424821044377487,3,77420
49-9097,Signal and Track Switch Repairers,49,"Installation, Maintenance, and Repair",0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,1,8090,74220,3,2.51,3.53,4.2700000000000005,4.05,3.49,8.99850761180784,11.214788934614589,-1.1641880481271316,-0.9264479492131619,1.3293071500537033,0.37220705478655725,-0.70010583338893,3,8090
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49,"Installation, Maintenance, and Repair",0.0333,0.328125,0.296875,0.294825,0.10148571428571428,0.8985142857142857,172830,60350,3,3.1666666666666665,4.1375,4.13,4.426666666666667,3.115,12.060069517410318,11.007916226525678,-0.47333591929557106,0.46666428666862775,1.1926070130583635,1.254006164108663,-1.3666163694881008,3,172830
49-9052,Telecommunications Line Installers and Repairers,49,"Installation, Maintenance, and Repair",0,0.03125,0.0625,0.03125,0,1,101530,62250,2,3.0199999999999996,4.19,4.502,4.06,3.5549999999999997,11.528119449552388,11.038913814326953,-0.6276379176132804,0.5870567021152026,1.5558388056459789,0.3956176506092675,-0.5845773404650746,2,101530
49-9064,Watch and Clock Repairers,49,"Installation, Maintenance, and Repair",0,0.2666666666666666,0.2666666666666666,0.2666666666666666,0,1,1970,45460,3,3.1683333333333334,3.7275,2.288,3.81,4.155,7.58629630715272,10.724588097406535,-0.47158248749650594,-0.47354314824747695,-0.6059762179803139,-0.1896472449585003,0.48183951729359964,3,1970
49-9081,Wind Turbine Service Technicians,49,"Installation, Maintenance, and Repair",0,0.0869565217391304,0.0869565217391304,0.0869565217391304,0,1,10100,58580,3,3.6833333333333336,4.1075,4.894,4.23,3.97,9.220389707829185,10.978148620381724,0.07022793841454042,0.39786862069915613,1.938599189232929,0.7935977795953523,0.15302765281800865,3,10100
51-9191,Adhesive Bonding Machine Operators and Tenders,51,Production,0,0.064516129032258,0,0.064516129032258,0,1,12510,38580,2,2.306666666666666,3.7875,4.008,3.936666666666666,3.2649999999999997,9.4343635363174,10.56048928645972,-1.3781067276130468,-0.3359518163085347,1.0734826079624251,0.10688696879583444,-1.1000121550484334,2,12510
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51,Production,0.0494,0.05,0.05,6e-4,0.988,0.01200000000000001,33320,55380,2,3.7366666666666664,3.604999999999999,3.396,3.48,4.265000000000001,10.41394310783523,10.921973796724952,0.12633775598461583,-0.7544587842894859,0.47590772338279935,-0.9621969071079554,0.677349274549357,2,33320
51-3011,Bakers,51,Production,0,0.3823529411764705,0.1470588235294117,0.3823529411764705,0,1,181800,32300,2,1.721666666666667,3.8175,2.9880000000000004,3.8433333333333337,2.89,12.110667961260443,10.382822509210747,-1.993561289084817,-0.2671561503390641,0.07752446699638274,-0.1116119255494637,-1.7665226911476033,2,181800
51-3021,Butchers and Meat Cutters,51,Production,0,0.2105263157894736,0.0526315789473684,0.2105263157894736,0,1,145930,35670,2,2.7216666666666662,4.3475,3.644,3.96,3.38,11.890889186238875,10.482065278352938,-0.9415022096458928,0.948233948454925,0.7180622517745433,0.1615116923821608,-0.8956155906446873,2,145930
51-7011,Cabinetmakers and Bench Carpenters,51,Production,0,0.1764705882352941,0.088235294117647,0.1764705882352941,0,1,93070,40070,2,2.7550000000000003,3.8375,4.191999999999999,3.673333333333334,3.89,11.44111792172287,10.59838320363019,-0.9064335736645945,-0.22129237302608337,1.2531456451562988,-0.5095920545355463,0.010838738450185407,2,93070
51-9011,Chemical Equipment Operators and Tenders,51,Production,0,0.217391304347826,0.0869565217391304,0.217391304347826,0,1,106170,52450,2,3.345,3.3924999999999996,4.17,3.813333333333333,3.99,11.572806280819812,10.867615613824443,-0.28571871679562916,-1.2417614182399046,1.2316641950570317,-0.18184371301759758,0.18857488140996445,2,106170
51-8091,Chemical Plant and System Operators,51,Production,0,0.2727272727272727,0.2121212121212121,0.2727272727272727,0,1,21740,69020,2,3.0966666666666662,3.645000000000001,3.894,4.273333333333333,4.035,9.986955157777391,11.142151596651994,-0.5469800548562961,-0.6627312296635204,0.9621696392662205,0.8950436948270981,0.2685561457418648,2,21740
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51,Production,0,0.1052631578947368,0.1052631578947368,0.1052631578947368,0,1,13580,35820,2,3.046666666666667,2.87,4.206,3.3366666666666664,3.385,9.516427036104067,10.486261675614703,-0.5995830088282417,-2.4399526005415244,1.266815658855834,-1.29774878056681,-0.8867287834966985,2,13580
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51,Production,0,0.0652173913043478,0.0217391304347826,0.0652173913043478,0,1,145410,43900,2,3.266666666666666,3.445,3.814,3.7466666666666666,3.4,11.887319494589997,10.689669599063263,-0.368130011351679,-1.1213690027933298,0.8840552752688837,-0.3379143518356687,-0.8600683620527315,2,145410
51-2021,"Coil Winders, Tapers, and Finishers",51,Production,0,0.2222222222222222,0.2777777777777778,0.2222222222222222,0,1,11090,42460,2,2.8000000000000003,3.335,3.274,3.6166666666666663,4.01,9.313889247604742,10.656317735257247,-0.859090915089843,-1.3736197780147232,0.356783318286861,-0.6422520975309093,0.22412211000191945,2,11090
51-9161,Computer Numerically Controlled Tool Operators,51,Production,0.0215,0.28,0.36,0.2585,0.07678571428571428,0.9232142857142858,157840,46240,2,2.7799999999999994,3.285,3.5819999999999994,3.83,4.055,11.969343476206078,10.741600503346259,-0.8801320966786225,-1.4882792212971747,0.6575236196766067,-0.14282605331307877,0.30410337433381984,2,157840
51-9162,Computer Numerically Controlled Tool Programmers,51,Production,0.1207,0.8928571428571428,0.7142857142857142,0.7721571428571428,0.135184,0.864816,25800,62360,2,3.403333333333333,3.2575000000000003,3.056,4.073333333333333,4.005,10.158168529848494,11.040679323171712,-0.22434860382835922,-1.5513419151025227,0.14392167639411854,0.42683177837288255,0.21523530285393072,2,25800
51-9193,Cooling and Freezing Equipment Operators and Tenders,51,Production,0,0.08,0.08,0.08,0,1,7500,42910,2,3.2483333333333335,3.3575,4.378,3.943333333333334,3.79,8.922791623969637,10.666860177985571,-0.38741776114139187,-1.3220230285376202,1.4347615414501074,0.12249403267764405,-0.16689740450959362,2,7500
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51,Production,0.0425,0.1081081081081081,0.1621621621621621,0.0656081081081081,0.39312500000000006,0.6068749999999999,31800,42790,2,2.606666666666667,3.37,4.04,3.6566666666666663,3.08,10.367253014814716,10.664059709410862,-1.0624890037813686,-1.2933581677170067,1.10472835356136,-0.5486097142400662,-1.4288240195240236,2,31800
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",51,Production,0.0321,0.0909090909090909,0.1136363636363636,0.0588090909090909,0.3531,0.6469,55930,40010,2,2.9133333333333336,3.34,4.218,3.7566666666666664,3.935,10.93187406714802,10.59688470185128,-0.7398575527534316,-1.3621538336864785,1.278532813455434,-0.3145037560129585,0.09082000278208578,2,55930
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.02,0.04,0.02,0,1,179630,40000,2,2.3133333333333335,3.08,3.236,2.806666666666666,3.61,12.098660025746216,10.596634733096073,-1.3710930004167865,-1.958382938755227,0.3196789953881263,-2.5385103591704805,-0.4868224618371959,2,179630
51-9081,Dental Laboratory Technicians,51,Production,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,1,34150,47320,2,3.6283333333333334,3.37,2.356,3.713333333333334,4.28,10.438547147147077,10.764688318092324,0.012364689045399389,-1.2933581677170067,-0.5395790085825777,-0.4159496712447033,0.7040096959933233,2,34150
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.0606060606060606,0,0.0606060606060606,0,1,6810,43240,2,3.4466666666666668,3.5325,3.372,3.8966666666666665,4.02,8.826294231241318,10.674521271753145,-0.1787593770526719,-0.9207149770490384,0.4524734141835983,0.013244585504992381,0.24189572429789696,2,6810
51-2031,Engine and Other Machine Assemblers,51,Production,0,0.1904761904761904,0,0.1904761904761904,0,1,45990,48110,2,2.4833333333333334,3.855,3.964000000000001,3.66,3.62,10.736201004154935,10.7812453346935,-1.1922429569121693,-0.1811615678772251,1.0305197077638908,-0.5408061822991614,-0.4690488475412176,2,45990
51-9194,Etchers and Engravers,51,Production,0,0.2727272727272727,0.0606060606060606,0.2727272727272727,0,1,7110,36970,2,2.8783333333333334,3.48,3.074,3.39,3.63,8.869398159883518,10.517862051930678,-0.7766796205337941,-1.0411073924956131,0.1614974082935191,-1.1728922695123518,-0.4512752332452401,2,7110
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.0416666666666666,0.125,0.0416666666666666,0,1,59490,40520,2,2.81,2.95,3.846,4.22,3.7,10.993580319588496,10.60955095836262,-0.848570324295454,-2.2564974912896014,0.9153010208678184,0.77018718377264,-0.32685993317339435,2,59490
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51,Production,0,0.0689655172413793,0.1724137931034483,0.0689655172413793,0,1,14040,40600,2,3.318333333333334,3.6925,3.4659999999999997,3.9166666666666665,3.695,9.549736900114642,10.611523345589823,-0.31377362558066685,-0.5538047585451935,0.5442577918804687,0.06006577715041393,-0.3357467403213839,2,14040
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51,Production,0,0.075,0.125,0.075,0,1,56570,40050,2,3.1750000000000003,3.5500000000000003,3.65,3.646666666666667,3.665,10.943251765395033,10.597883952496506,-0.4645687603002463,-0.8805841719001801,0.7239208290743433,-0.5720203100627754,-0.3890675832093172,2,56570
51-6092,Fabric and Apparel Patternmakers,51,Production,0,0.8125,0.375,0.8125,0,1,3220,64070,3,3.436666666666667,3.7025,2.652,4.090000000000001,3.935,8.0774471493312,11.067731514633067,-0.18927996784706091,-0.5308728698887026,-0.25055586179243167,0.4658494380774024,0.09082000278208578,3,3220
51-2051,Fiberglass Laminators and Fabricators,51,Production,0,0.0416666666666666,0.0833333333333333,0.0416666666666666,0,1,17380,40360,2,2.5799999999999996,3.912500000000001,3.936,2.766666666666667,3.325,9.76313293456348,10.605594474467546,-1.0905439125664071,-0.049303208102403295,1.003179680364822,-2.632152742461322,-0.9933704692725651,2,17380
51-1011,First-Line Supervisors of Production and Operating Workers,51,Production,0,0.65,0.45,0.65,0,1,629420,67330,3,3.2016666666666667,4.025,3.534,4.330000000000001,3.925,13.352555628165469,11.117361181539327,-0.43651385151520855,0.20868053928311173,0.610655001278205,1.027703737822461,0.07304638848610748,3,629420
51-3092,Food Batchmakers,51,Production,0,0.1282051282051282,0.1794871794871795,0.1282051282051282,0,1,155240,36190,2,3.3333333333333335,3.5475,3.5160000000000005,3.3766666666666665,3.885,11.952734027100849,10.496538116557788,-0.2979927393890833,-0.8863171440643036,0.593079269378805,-1.204106397275967,0.0019519313021958637,2,155240
51-3093,Food Cooking Machine Operators and Tenders,51,Production,0,0.1290322580645161,0.064516129032258,0.1290322580645161,0,1,26710,35430,2,3.1316666666666664,3.91,4.05,3.8833333333333337,3.785,10.192830744564542,10.475314197859518,-0.5101579870759336,-0.0550361802665278,1.1144926490610267,-0.0179695422586206,-0.17578421165758237,2,26710
